के,ke,758000
है,hai,754000
में,meṁ,748000
की,kī,739000
से,se,728000
और,aur,727000
को,ko,727000
का,kā,725000
हैं,haiṁ,707000
पर,par,700000
भी,bhī,698000
एक,ek,694000
तो,to,690000
नहीं,nahīṁ,689000
ने,ne,685000
कर,kar,682000
ही,hī,682000
हो,ho,682000
लिए,lie,680000
कि,ki,675000
इस,is,672000
था,thā,672000
यह,yah,668000
गया,gayā,662000
किया,kiyā,660000
जो,jo,660000
ये,ye,652000
आप,āp,650000
करने,karane,650000
रहे,rahe,649000
साथ,sāth,649000
अपने,apane,648000
रहा,rahā,644000
क्या,kyā,642000
अब,ab,641000
कुछ,kuch,641000
कोई,koī,641000
थे,the,641000
दिया,diyā,639000
तक,tak,638000
थी,thī,638000
भारत,bhārat,638000
बाद,bād,637000
वो,vo,635000
हम,ham,635000
या,yā,633000
किसी,kisī,630000
वह,vah,630000
बात,bāt,629000
आज,āj,628000
करते,karate,628000
रही,rahī,628000
जब,jab,627000
जी,jī,627000
बहुत,bahut,626000
लेकिन,lekin,626000
होता,hotā,626000
अपनी,apanī,625000
मैं,maiṁ,625000
वाले,vāle,625000
सरकार,sarakār,623000
हुआ,huā,623000
हुए,hue,623000
फिर,phir,622000
जा,jā,621000
नाम,nām,621000
जाता,jātā,620000
दिन,din,620000
देश,deś,620000
नही,nahī,620000
लोग,log,619000
हर,har,619000
दो,do,618000
पहले,pahale,617000
कहा,kahā,616000
गए,gae,615000
समय,samay,615000
काम,kām,613000
सकता,sakatā,613000
ना,nā,612000
बार,bār,612000
अगर,agar,610000
करना,karanā,610000
सभी,sabhī,609000
होगा,hogā,609000
गई,gaī,608000
चाहिए,cāhie,608000
कभी,kabhī,607000
तरह,tarah,607000
दे,de,607000
होने,hone,607000
उनके,unake,606000
कई,kaī,606000
करता,karatā,606000
करें,kareṁ,606000
इन,in,605000
इसके,isake,605000
होती,hotī,605000
उसके,usake,604000
घर,ghar,604000
रूप,rūp,604000
हुई,huī,604000
दी,dī,603000
द्वारा,dvārā,603000
मुझे,mujhe,603000
उन्होंने,unhoṁne,602000
उस,us,602000
कम,kam,602000
जैसे,jaise,602000
मे,me,602000
मेरे,mere,602000
मोदी,modī,602000
लोगों,logoṁ,602000
वे,ve,602000
सब,sab,602000
सबसे,sabase,602000
आपको,āpako,601000
साल,sāl,601000
उसे,use,599000
सकते,sakate,598000
उन्हें,unheṁ,597000
जाने,jāne,597000
लिया,liyā,597000
अपना,apanā,596000
प्रदेश,pradeś,596000
ले,le,595000
हूँ,hū̃,595000
ऐसे,aise,594000
पास,pās,594000
एवं,evaṁ,593000
हमारे,hamāre,593000
आपके,āpake,592000
ऐसा,aisā,592000
क्यों,kyoṁ,591000
मेरी,merī,591000
तुम,tum,589000
बारे,bāre,589000
वाली,vālī,589000
जीवन,jīvan,588000
दिल्ली,dillī,588000
बस,bas,588000
अधिक,adhik,587000
उनकी,unakī,587000
ज्यादा,jyādā,587000
दिल,dil,587000
भारतीय,bhāratīy,587000
होते,hote,587000
जाती,jātī,586000
जाते,jāte,586000
इसे,ise,585000
कारण,kāraṇ,585000
अभी,abhī,584000
लगा,lagā,584000
पे,pe,583000
भाई,bhāī,583000
वाला,vālā,583000
सिंह,siṁh,583000
कैसे,kaise,582000
पता,patā,582000
बना,banā,582000
जय,jay,581000
बीच,bīc,581000
सिर्फ,sirph,581000
दुनिया,duniyā,580000
देने,dene,580000
दोनों,donoṁ,580000
विकास,vikās,580000
चुनाव,cunāv,579000
तथा,tathā,579000
तब,tab,579000
लेकर,lekar,579000
आगे,āge,578000
ओर,or,578000
मेरा,merā,578000
श्री,śrī,578000
इसका,isakā,577000
करो,karo,577000
कहते,kahate,577000
धर्म,dharm,577000
फिल्म,philm,577000
होगी,hogī,577000
इसी,isī,576000
उसकी,usakī,576000
कांग्रेस,kāṁgres,576000
खुद,khud,576000
पुलिस,pulis,576000
बन,ban,576000
शुरू,śurū,576000
सही,sahī,576000
कौन,kaun,575000
जाए,jāe,575000
पार्टी,pārṭī,575000
पूरी,pūrī,575000
हमें,hameṁ,575000
अलग,alag,574000
उत्तर,uttar,574000
करके,karake,574000
केवल,keval,574000
क्योंकि,kyoṁki,574000
पानी,pānī,574000
यहाँ,yahā̃,574000
यही,yahī,574000
जिस,jis,573000
बड़ी,baṛī,573000
माँ,mā̃,573000
मिल,mil,573000
गयी,gayī,572000
देख,dekh,572000
मन,man,572000
मैंने,maiṁne,572000
राज्य,rājy,572000
लिये,liye,572000
अन्य,any,571000
करे,kare,571000
बड़ा,baṛā,571000
बड़े,baṛe,571000
मंदिर,maṁdir,571000
आपकी,āpakī,570000
आया,āyā,570000
देते,dete,570000
भाषा,bhāṣā,570000
सामने,sāmane,570000
हमारी,hamārī,570000
अच्छा,acchā,569000
उनका,unakā,569000
जाना,jānā,569000
यहां,yahāṁ,569000
राम,rām,569000
लगता,lagatā,569000
तीन,tīn,568000
पाकिस्तान,pākistān,568000
प्यार,pyār,568000
रात,rāt,568000
हूं,hūṁ,568000
करती,karatī,567000
क्षेत्र,kṣetr,567000
जाएगा,jāegā,567000
याद,yād,567000
हाथ,hāth,567000
उसने,usane,566000
चल,cal,566000
महिला,mahilā,566000
शामिल,śāmil,566000
आने,āne,565000
इतना,itanā,565000
इसलिए,isalie,565000
उन,un,565000
जानकारी,jānakārī,565000
परिवार,parivār,565000
पूरा,pūrā,565000
बिना,binā,565000
होना,honā,565000
ऐसी,aisī,564000
करेंगे,kareṁge,564000
जगह,jagah,564000
प्राप्त,prāpt,564000
बंद,baṁd,564000
बाहर,bāhar,564000
अनुसार,anusār,563000
इसमें,isameṁ,563000
दूर,dūr,563000
दौरान,daurān,563000
पूर्व,pūrv,563000
व्यक्ति,vyakti,563000
कल,kal,562000
खिलाफ,khilāph,562000
दूसरे,dūsare,562000
उसका,usakā,561000
भगवान,bhagavān,561000
वर्ष,varṣ,561000
बनाने,banāne,560000
लगे,lage,560000
समझ,samajh,560000
समाज,samāj,560000
सी,sī,560000
हिन्दू,hindū,560000
आपका,āpakā,559000
पिता,pitā,559000
प्रकार,prakār,559000
बता,batā,559000
सकती,sakatī,559000
आम,ām,558000
कार्य,kāry,558000
गांधी,gāṁdhī,558000
दें,deṁ,558000
देखा,dekhā,558000
देना,denā,558000
पूरे,pūre,558000
भर,bhar,558000
देता,detā,557000
यदि,yadi,557000
वही,vahī,557000
शहर,śahar,557000
कह,kah,556000
जनता,janatā,556000
तेरे,tere,556000
भाजपा,bhājapā,556000
मिला,milā,556000
मौत,maut,556000
शिक्षा,śikṣā,556000
सुबह,subah,556000
आई,āī,555000
उपयोग,upayog,555000
किए,kie,555000
गये,gaye,555000
तरफ,taraph,555000
तू,tū,555000
मंत्री,maṁtrī,555000
आदमी,ādamī,554000
इसकी,isakī,554000
जान,jān,554000
बिहार,bihār,554000
लाख,lākh,554000
सेवा,sevā,554000
हमारा,hamārā,554000
चार,cār,553000
जारी,jārī,553000
जिसमें,jisameṁ,553000
पहली,pahalī,553000
मत,mat,553000
लो,lo,553000
हे,he,553000
आदि,ādi,552000
करोड़,karoṛ,552000
कहीं,kahīṁ,552000
काफी,kāphī,552000
चाहते,cāhate,552000
टीम,ṭīm,552000
दिए,die,552000
मीडिया,mīḍiyā,552000
रखा,rakhā,552000
शब्द,śabd,552000
हमेशा,hameśā,552000
आता,ātā,551000
इस्तेमाल,istemāl,551000
कब,kab,551000
जिसे,jise,551000
तेरी,terī,551000
प्रधानमंत्री,pradhānamaṁtrī,551000
बच्चे,bacce,551000
माता,mātā,551000
रह,rah,551000
आए,āe,550000
किस,kis,550000
प्रति,prati,550000
बच्चों,baccoṁ,550000
रंग,raṁg,550000
राहुल,rāhul,550000
लेने,lene,550000
सारे,sāre,550000
हमने,hamane,550000
होंगे,hoṁge,550000
ऊपर,ūpar,549000
कहना,kahanā,549000
चला,calā,549000
जन्म,janm,549000
जबकि,jabaki,549000
जहाँ,jahā̃,549000
ठीक,ṭhīk,549000
राष्ट्रीय,rāṣṭrīy,549000
सेना,senā,549000
हिन्दी,hindī,549000
अच्छे,acche,548000
आपने,āpane,548000
इससे,isase,548000
उसी,usī,548000
ध्यान,dhyān,548000
प्रयोग,prayog,548000
रहते,rahate,548000
ली,lī,548000
वालों,vāloṁ,548000
हिंदी,hiṁdī,548000
अच्छी,acchī,547000
अलावा,alāvā,547000
इतनी,itanī,547000
छोड़,choṛ,547000
जहां,jahāṁ,547000
जिसके,jisake,547000
मिले,mile,547000
लग,lag,547000
विश्व,viśv,547000
सा,sā,547000
ज्ञान,jñān,546000
नेता,netā,546000
लड़की,laṛakī,546000
विभाग,vibhāg,546000
सरकारी,sarakārī,546000
नीचे,nīce,545000
पीछे,pīche,545000
बनाया,banāyā,545000
भाग,bhāg,545000
मुख्यमंत्री,mukhyamaṁtrī,545000
आती,ātī,544000
छोटे,choṭe,544000
